period,source_file,awc_code,anomaly_kind
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77009040206,extreme_rate_spike
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77010010304,efficiency_out_of_range
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77010010308,extreme_rate_spike
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77010010505,negative_count
2024-08,AWC_Operational_Efficiency_08_2024_Sundarvana.csv,77010030205,population_spike
2024-09,AWC_Operational_Efficiency_09_2024_September.csv,77001010401,measured_exceeds_active
2024-09,AWC_Operational_Efficiency_09_2024_September.csv,77001030303,measured_exceeds_active
2024-09,AWC_Operational_Efficiency_09_2024_September.csv,77002010110,measured_exceeds_active
2024-09,AWC_Operational_Efficiency_09_2024_September.csv,77002030310,efficiency_out_of_range
2024-09,AWC_Operational_Efficiency_09_2024_September.csv,77003020504,extreme_rate_spike
2024-09,AWC_Operational_Efficiency_09_2024_September.csv,77003030208,population_spike
2024-09,AWC_Operational_Efficiency_09_2024_September.csv,77003040304,extreme_rate_spike
2024-09,AWC_Operational_Efficiency_09_2024_September.csv,77004010302,measured_exceeds_active
2024-09,AWC_Operational_Efficiency_09_2024_September.csv,77004020201,extreme_rate_spike
2024-09,AWC_Operational_Efficiency_09_2024_September.csv,77005020304,negative_count
2024-09,AWC_Operational_Efficiency_09_2024_September.csv,77005020408,population_spike
2024-09,AWC_Operational_Efficiency_09_2024_September.csv,77005040104,population_spike
2024-09,AWC_Operational_Efficiency_09_2024_September.csv,77005040105,efficiency_out_of_range
2024-09,AWC_Operational_Efficiency_09_2024_September.csv,77006010408,extreme_rate_spike
2024-09,AWC_Operational_Efficiency_09_2024_September.csv,77006040310,negative_count
2024-09,AWC_Operational_Efficiency_09_2024_September.csv,77006040401,negative_count
2024-09,AWC_Operational_Efficiency_09_2024_September.csv,77007020210,measured_exceeds_active
2024-09,AWC_Operational_Efficiency_09_2024_September.csv,77007040204,efficiency_out_of_range
2024-09,AWC_Operational_Efficiency_09_2024_September.csv,77008010303,measured_exceeds_active
2024-09,AWC_Operational_Efficiency_09_2024_September.csv,77008040210,population_spike
2024-09,AWC_Operational_Efficiency_09_2024_September.csv,77010040107,population_spike
2024-09,AWC_Operational_Efficiency_09_2024_September.csv,77010040206,measured_exceeds_active
2024-10,AWC_Operational_Efficiency_10_2024_October.csv,77001010508,population_spike
2024-10,AWC_Operational_Efficiency_10_2024_October.csv,77001020304,negative_count
2024-10,AWC_Operational_Efficiency_10_2024_October.csv,77001020501,measured_exceeds_active
2024-10,AWC_Operational_Efficiency_10_2024_October.csv,77001030108,efficiency_out_of_range
2024-10,AWC_Operational_Efficiency_10_2024_October.csv,77002010510,population_spike
2024-10,AWC_Operational_Efficiency_10_2024_October.csv,77002020204,negative_count
2024-10,AWC_Operational_Efficiency_10_2024_October.csv,77002040107,measured_exceeds_active
2024-10,AWC_Operational_Efficiency_10_2024_October.csv,77002040505,population_spike
2024-10,AWC_Operational_Efficiency_10_2024_October.csv,77003010101,measured_exceeds_active
2024-10,AWC_Operational_Efficiency_10_2024_October.csv,77003010304,efficiency_out_of_range
2024-10,AWC_Operational_Efficiency_10_2024_October.csv,77003020409,measured_exceeds_active
2024-10,AWC_Operational_Efficiency_10_2024_October.csv,77003040202,population_spike
2024-10,AWC_Operational_Efficiency_10_2024_October.csv,77003040309,efficiency_out_of_range
2024-10,AWC_Operational_Efficiency_10_2024_October.csv,77003040406,extreme_rate_spike
2024-10,AWC_Operational_Efficiency_10_2024_October.csv,77004010410,population_spike
2024-10,AWC_Operational_Efficiency_10_2024_October.csv,77004010501,population_spike
2024-10,AWC_Operational_Efficiency_10_2024_October.csv,77004020302,measured_exceeds_active
2024-10,AWC_Operational_Efficiency_10_2024_October.csv,77004030408,population_spike
2024-10,AWC_Operational_Efficiency_10_2024_October.csv,77004040510,measured_exceeds_active
2024-10,AWC_Operational_Efficiency_10_2024_October.csv,77005010304,measured_exceeds_active
2024-10,AWC_Operational_Efficiency_10_2024_October.csv,77005030107,measured_exceeds_active
2024-10,AWC_Operational_Efficiency_10_2024_October.csv,77005040410,negative_count
2024-10,AWC_Operational_Efficiency_10_2024_October.csv,77006030206,population_spike
2024-10,AWC_Operational_Efficiency_10_2024_October.csv,77006040105,efficiency_out_of_range
2024-10,AWC_Operational_Efficiency_10_2024_October.csv,77007010502,efficiency_out_of_range
2024-10,AWC_Operational_Efficiency_10_2024_October.csv,77007030107,population_spike
2024-10,AWC_Operational_Efficiency_10_2024_October.csv,77007030407,extreme_rate_spike
2024-10,AWC_Operational_Efficiency_10_2024_October.csv,77008010503,efficiency_out_of_range
2024-10,AWC_Operational_Efficiency_10_2024_October.csv,77008040302,population_spike
2024-10,AWC_Operational_Efficiency_10_2024_October.csv,77008040506,measured_exceeds_active
2024-10,AWC_Operational_Efficiency_10_2024_October.csv,77009020207,efficiency_out_of_range
2024-10,AWC_Operational_Efficiency_10_2024_October.csv,77009040105,measured_exceeds_active
2024-10,AWC_Operational_Efficiency_10_2024_October.csv,77009040207,efficiency_out_of_range
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77001010407,negative_count
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77001010506,measured_exceeds_active
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77001010509,extreme_rate_spike
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77001020201,population_spike
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77001040307,negative_count
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77002010203,negative_count
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77002020209,negative_count
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77002040304,efficiency_out_of_range
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77002040308,measured_exceeds_active
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77003010202,negative_count
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77003020302,efficiency_out_of_range
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77003030110,efficiency_out_of_range
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77003030307,extreme_rate_spike
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77003040205,extreme_rate_spike
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77004020206,negative_count
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77004020303,population_spike
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77004020408,negative_count
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77004040301,extreme_rate_spike
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77004040507,measured_exceeds_active
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77005020304,negative_count
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77005020507,population_spike
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77005030102,population_spike
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77005030302,measured_exceeds_active
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77005030402,extreme_rate_spike
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77005040210,extreme_rate_spike
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77005040407,population_spike
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77006020202,efficiency_out_of_range
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77006030106,efficiency_out_of_range
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77006040301,measured_exceeds_active
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77007020409,population_spike
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77007030210,negative_count
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77007040307,measured_exceeds_active
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77007040510,extreme_rate_spike
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77008010105,efficiency_out_of_range
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77008020101,extreme_rate_spike
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77008030107,negative_count
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77008030205,efficiency_out_of_range
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77008030304,efficiency_out_of_range
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77008040206,negative_count
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77008040509,measured_exceeds_active
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77009010310,population_spike
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77009030105,extreme_rate_spike
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77010010405,measured_exceeds_active
2024-11,AWC_Operational_Efficiency_11_2024_November.csv,77010030209,measured_exceeds_active
2024-12,AWC_Operational_Efficiency_12_2024_December.csv,77001010405,extreme_rate_spike
2024-12,AWC_Operational_Efficiency_12_2024_December.csv,77001030404,measured_exceeds_active
2024-12,AWC_Operational_Efficiency_12_2024_December.csv,77002010403,efficiency_out_of_range
2024-12,AWC_Operational_Efficiency_12_2024_December.csv,77002040102,extreme_rate_spike
2024-12,AWC_Operational_Efficiency_12_2024_December.csv,77003010202,efficiency_out_of_range
2024-12,AWC_Operational_Efficiency_12_2024_December.csv,77003030209,extreme_rate_spike
2024-12,AWC_Operational_Efficiency_12_2024_December.csv,77003040108,measured_exceeds_active
2024-12,AWC_Operational_Efficiency_12_2024_December.csv,77004020207,extreme_rate_spike
2024-12,AWC_Operational_Efficiency_12_2024_December.csv,77004040309,extreme_rate_spike
2024-12,AWC_Operational_Efficiency_12_2024_December.csv,77004040401,extreme_rate_spike
2024-12,AWC_Operational_Efficiency_12_2024_December.csv,77006010308,extreme_rate_spike
2024-12,AWC_Operational_Efficiency_12_2024_December.csv,77006040203,measured_exceeds_active
2024-12,AWC_Operational_Efficiency_12_2024_December.csv,77006040306,population_spike
2024-12,AWC_Operational_Efficiency_12_2024_December.csv,77007010510,population_spike
2024-12,AWC_Operational_Efficiency_12_2024_December.csv,77007030302,measured_exceeds_active
2024-12,AWC_Operational_Efficiency_12_2024_December.csv,77007030305,population_spike
2024-12,AWC_Operational_Efficiency_12_2024_December.csv,77007030308,measured_exceeds_active
2024-12,AWC_Operational_Efficiency_12_2024_December.csv,77007030509,population_spike
2024-12,AWC_Operational_Efficiency_12_2024_December.csv,77007040305,measured_exceeds_active
2024-12,AWC_Operational_Efficiency_12_2024_December.csv,77008010407,extreme_rate_spike
2024-12,AWC_Operational_Efficiency_12_2024_December.csv,77008030107,measured_exceeds_active
2024-12,AWC_Operational_Efficiency_12_2024_December.csv,77008030110,population_spike
2024-12,AWC_Operational_Efficiency_12_2024_December.csv,77008030503,measured_exceeds_active
2024-12,AWC_Operational_Efficiency_12_2024_December.csv,77008030504,measured_exceeds_active
2024-12,AWC_Operational_Efficiency_12_2024_December.csv,77008040105,efficiency_out_of_range
2024-12,AWC_Operational_Efficiency_12_2024_December.csv,77009010201,measured_exceeds_active
2024-12,AWC_Operational_Efficiency_12_2024_December.csv,77009030507,measured_exceeds_active
2024-12,AWC_Operational_Efficiency_12_2024_December.csv,77009040504,extreme_rate_spike
2024-12,AWC_Operational_Efficiency_12_2024_December.csv,77010010103,extreme_rate_spike
2024-12,AWC_Operational_Efficiency_12_2024_December.csv,77010010405,extreme_rate_spike
